src,dst,src_title,dst_title,src_score,dst_score,similarity
1154497,14912926,Oracle SQL Invalid Identifier,Oracle SQL: invalid identifier,0,0,1.0
1154497,15035802,Oracle SQL Invalid Identifier,Oracle Invalid Identifier,0,1,1.0
1154497,16429648,Oracle SQL Invalid Identifier,Invalid Identifier SQL,0,1,1.0
1154497,20701771,Oracle SQL Invalid Identifier,Invalid identifier in Oracle SQL,0,1,1.0
1154497,20792306,Oracle SQL Invalid Identifier,SQL invalid identifier,0,-2,1.0
1154497,22085980,Oracle SQL Invalid Identifier,Invalid identifier in sql oracle,0,0,1.0
1154497,29386960,Oracle SQL Invalid Identifier,invalid identifier,0,-1,1.0
1154497,30110016,Oracle SQL Invalid Identifier,SQL invalid identifier?,0,2,1.0
1154497,37704522,Oracle SQL Invalid Identifier,Oracle: Invalid identifier,0,0,1.0
1154497,39077704,Oracle SQL Invalid Identifier,Invalid identifier in OVER Oracle,0,0,1.0
1154497,46840793,Oracle SQL Invalid Identifier,invalid identifier in sql,0,-1,1.0
1154497,57167609,Oracle SQL Invalid Identifier,SQL: invalid identifier,0,0,1.0
1154612,1588581,oracle varchar to number,Oracle - Number to varchar,33,2,1.0
1154612,22154426,oracle varchar to number,Varchar to Number in sql,33,1,1.0
11564566,16864750,Oracle SQL Triggers,Oracle Triggers,-1,0,1.0
11564566,23585487,Oracle SQL Triggers,Triggers in Oracle SQL,-1,0,1.0
11564566,32970846,Oracle SQL Triggers,Triggers in SQL,-1,0,1.0
11564818,23144812,Oracle SQL (trigger),Oracle - Trigger,0,0,1.0
11564818,27942382,Oracle SQL (trigger),oracle SQL trigger,0,1,1.0
11564818,29703668,Oracle SQL (trigger),Oracle SQL Trigger,0,-1,1.0
11564818,29798080,Oracle SQL (trigger),Trigger in Oracle,0,1,1.0
11564818,32396810,Oracle SQL (trigger),Trigger Sql Oracle,0,0,1.0
11564818,34193063,Oracle SQL (trigger),Trigger in oracle sql,0,1,1.0
11564818,36014569,Oracle SQL (trigger),"oracle , sql , trigger",0,1,1.0
11564818,39678604,Oracle SQL (trigger),Trigger in Oracle,0,0,1.0
11564818,53774050,Oracle SQL (trigger),how to use trigger in sql,0,0,1.0
11564818,53840511,Oracle SQL (trigger),Trigger on Oracle Sql database,0,0,1.0
11564818,56813589,Oracle SQL (trigger),how to use trigger in oracle,0,1,1.0
11564818,74956358,Oracle SQL (trigger),A trigger in Oracle SQL,0,1,1.0
11579355,34712393,sql query logic,SQL query with logic,1,0,1.0
11579355,76046433,sql query logic,Oracle SQL Query Logic,1,0,1.0
11609856,67318079,Conditional unique constraint in oracle,Conditional Unique Constraint SQL,4,1,1.0
11621638,16851314,How to call procedure with out parameter as table type from a Java class,how to call procedure with out parameter as table type from a java class (2),6,1,1.0
11645427,17695990,ERROR at line 1:ORA-00933: SQL command not properly ended,ERROR at line 1: ORA-00933: SQL command not properly ended,1,0,1.0
11645427,19485253,ERROR at line 1:ORA-00933: SQL command not properly ended,error at line 6 ora-00933 sql command not properly ended,1,1,1.0
11645427,24574777,ERROR at line 1:ORA-00933: SQL command not properly ended,ERROR at line 3: ORA-00933: SQL command not properly ended,1,0,1.0
11645427,66629047,ERROR at line 1:ORA-00933: SQL command not properly ended,ORA-00933: SQL Command not properly ended - (Error at Line 2),1,-1,1.0
11652236,32703340,update table using another table,How to Update on table with another table,0,-1,1.0
11652236,34191380,update table using another table,Update from another table Oracle,0,1,1.0
11652236,43889344,update table using another table,Update table from another table in oracle,0,0,1.0
11652236,64052480,update table using another table,Oracle - Update from another table,0,1,1.0
1165646,12787846,Oracle Query Optimization,oracle SQL query Optimization,0,0,1.0
1165646,16258009,Oracle Query Optimization,Query optimization in Oracle SQL,0,-1,1.0
1165646,21407575,Oracle Query Optimization,Optimization of query,0,0,1.0
1165646,22483170,Oracle Query Optimization,sql query optimization (oracle),0,0,1.0
1165646,33364367,Oracle Query Optimization,Oracle:query optimization,0,2,1.0
1165646,37610422,Oracle Query Optimization,Optimization of query in Oracle,0,0,1.0
1165646,51357304,Oracle Query Optimization,SQL query optimization Oracle,0,0,1.0
1165646,52767659,Oracle Query Optimization,Query optimization of oracle query,0,0,1.0
1165646,53635048,Oracle Query Optimization,Query optimization [Oracle],0,0,1.0
1165646,54807996,Oracle Query Optimization,Query optimization on Oracle,0,1,1.0
1165646,61886875,Oracle Query Optimization,Query optimization in SQL,0,0,1.0
1165646,6263051,Oracle Query Optimization,Query Optimization in oracle,0,0,1.0
1166658,41748402,Oracle left outer join query,query with left outer join in sql,2,1,1.0
1166658,8436434,Oracle left outer join query,Oracle SQL Query (LEFT OUTER JOIN),2,1,1.0
11682943,18958122,SQL Error ORA-00933,Oracle SQL Error ORA-00933,-1,0,1.0
11682943,46522316,SQL Error ORA-00933,Oracle SQL ORA-00933 error,-1,-1,1.0
11691578,19395902,Comparing values sql,Oracle SQL comparing values,1,1,1.0
11691578,58276217,Comparing values sql,SQL - Comparing Values,1,1,1.0
11692528,23577704,ORA-00905: missing keyword,'ORA-00905: missing keyword',3,-1,1.0
11692528,28407171,ORA-00905: missing keyword,ORA-00905: missing keyword,3,-3,1.0
11692528,30734461,ORA-00905: missing keyword,ORA-00905 : missing keyword,3,-1,1.0
11692528,35554017,ORA-00905: missing keyword,Missing Keyword ORA-00905,3,0,1.0
11692528,36908560,ORA-00905: missing keyword,ORA-00905 missing keyword,3,0,1.0
11692528,72444055,ORA-00905: missing keyword,ORA-00905: missing keyword on ORACLE,3,2,1.0
11709787,52442985,oracle decode with multiple values,Multiple values in decode Oracle SQL,0,0,1.0
11725972,36231754,Oracle Update with Joins,Update with 2 joins,0,2,1.0
1176269,24313597,Oracle Left outer join,SQL JOIN and LEFT OUTER JOIN,1,1,1.0
1176269,35463113,Oracle Left outer join,left outer join in Oracle,1,0,1.0
1176269,37601984,Oracle Left outer join,Oracle SQL - left join + left outer join,1,0,1.0
1176269,39711273,Oracle Left outer join,Oracle SQL left outer join,1,0,1.0
1176269,49136819,Oracle Left outer join,Oracle using (+) for left outer join,1,-1,1.0
1176269,5628961,Oracle Left outer join,Oracle and Left Outer Join,1,0,1.0
11783795,17116727,sql complex select statement,Complex select statement in oracle,0,3,1.0
11794242,21528478,Oracle select with subquery,SQL select from subquery,7,0,1.0
11794242,40975018,Oracle select with subquery,Oracle subquery in select,7,0,1.0
11794242,50267829,Oracle select with subquery,Oracle SELECT Subquery,7,0,1.0
11802384,20750483,Oracle SQL query: how to use count,Use of count in Oracle SQL Query,4,0,1.0
11802384,52044748,Oracle SQL query: how to use count,SQL query _count,4,-2,1.0
11807835,68781381,Unable to create table oracle?,Unable to create table in Oracle,0,-1,1.0
11810152,19085163,How to use group by,How to GROUP BY on Oracle?,0,-1,1.0
11810152,19647406,How to use group by,Oracle group by,0,1,1.0
11810152,21366202,How to use group by,Group by in Oracle?,0,0,1.0
11810152,25398147,How to use group by,Group by in Oracle SQL,0,1,1.0
11810152,26342905,How to use group by,SQL Oracle (group by),0,0,1.0
11810152,29130176,How to use group by,Group By in Oracle,0,0,1.0
11810152,29367371,How to use group by,Using OR in a GROUP BY,0,0,1.0
11810152,35786258,How to use group by,how to group by,0,-6,1.0
11810152,40896674,How to use group by,group by sql oracle,0,-1,1.0
11810152,40916825,How to use group by,Oracle SQL group by,0,0,1.0
11810152,43037096,How to use group by,Use of Group by in (Oracle) SQL,0,0,1.0
11810152,69128346,How to use group by,HOW TO USE ORACLE GROUP BY?,0,0,1.0
11810152,69742479,How to use group by,How to use group by in SQL?,0,0,1.0
11834782,62094564,SQL query case statement,Oracle Case Statement Query,2,0,1.0
11863244,19054379,missing right parenthesis in create table,Oracle Create Table -> Missing Right Parenthesis,0,0,1.0
11863244,32269565,missing right parenthesis in create table,ORACLE : Create table - Missing right parenthesis,0,1,1.0
11863244,32425221,missing right parenthesis in create table,SQL create table missing right parenthesis,0,-1,1.0
11882214,50051173,Order by not working in Oracle subquery,oracle subquery with order by not working,2,0,1.0
11883923,28714338,Converting number to date in oracle,Converting a number to a date,3,0,1.0
11883923,31189358,Converting number to date in oracle,Converting NUMBER to DATE,3,0,1.0
11894670,13466691,use of FOR UPDATE statement,Oracle: update statement,5,0,1.0
11894670,18946440,use of FOR UPDATE statement,Update statement in SQL,5,-1,1.0
11894670,22023305,use of FOR UPDATE statement,Oracle SQL Update Statement,5,0,1.0
11894670,26972919,use of FOR UPDATE statement,Sql UPDATE STATEMENT oracle,5,0,1.0
11894670,43324616,use of FOR UPDATE statement,Update Oracle statement,5,0,1.0
11909723,15101841,Oracle To_Date issue,oracle date issue,0,-1,1.0
11909723,25255048,Oracle To_Date issue,SQL to Oracle Date Issue,0,0,1.0
11909723,49774018,Oracle To_Date issue,Issue with date in oracle,0,0,1.0
11909723,50037085,Oracle To_Date issue,date issue in sql - oracle,0,-1,1.0
11909723,59768386,Oracle To_Date issue,Oracle - Date - Date Issue,0,0,1.0
11960512,15350335,Over use of Oracle With clause?,Oracle SQL: ON Clause,7,1,1.0
11960512,31018328,Over use of Oracle With clause?,SQL Oracle (using AND clause),7,0,1.0
11960512,40169311,Over use of Oracle With clause?,sql oracle in() clause,7,3,1.0
11960512,54783746,Over use of Oracle With clause?,WITH clause in sql,7,-3,1.0
11981184,12274596,ORA-12805: parallel query server died unexpectedly,ORA-12805:parallel query server died unexpectedly,0,2,1.0
11982242,16206740,ORA-00937: not a single-group group function in oracle,Group by: ORA-00937: not a single-group group function,2,1,1.0
11982242,22743342,ORA-00937: not a single-group group function in oracle,ORA-00937: not a single-group group function,2,0,1.0
11982242,35009840,ORA-00937: not a single-group group function in oracle,"ORA-00937: ""not a single-group group function""",2,3,1.0
11982242,41124349,ORA-00937: not a single-group group function in oracle,"ORA-00937: - ""not a single-group group function""",2,0,1.0
11982242,41248679,ORA-00937: not a single-group group function in oracle,ORA-00937: not a single-group group function how?,2,0,1.0
11982242,52899314,ORA-00937: not a single-group group function in oracle,Oracle SQL: ORA-00937: not a single-group group function,2,0,1.0
11982242,54159404,ORA-00937: not a single-group group function in oracle,sql - ORA-00937: not a single-group group function,2,1,1.0
11982242,61027529,ORA-00937: not a single-group group function in oracle,ORA-00937: not a single-group group function___,2,0,1.0
12015111,20484529,INSERT TRIGGER IN ORACLE,Trigger Insert in database,2,-1,1.0
12015111,23587224,INSERT TRIGGER IN ORACLE,Oracle Trigger on insert,2,0,1.0
12015111,41181612,INSERT TRIGGER IN ORACLE,SQL: trigger on insert,2,0,1.0
12015111,47024123,INSERT TRIGGER IN ORACLE,Oracle on insert trigger,2,0,1.0
12015111,47086141,INSERT TRIGGER IN ORACLE,insert trigger ORACLE,2,1,1.0
12025748,51418263,XML parsing in oracle pl/sql,XML parsing PL/SQL,0,0,1.0
12034848,22845339,oracle insert from select,"SQL , INSERT with SELECT",0,0,1.0
12034848,41317446,oracle insert from select,Insert select In ORACLE,0,-1,1.0
12034848,58016778,oracle insert from select,Select on insert,0,0,1.0
12034848,58780905,oracle insert from select,Oracle SQL: INSERT with SELECT,0,0,1.0
12037418,34304169,Oracle SQL SELECT in loop,Select from a loop in Oracle,0,-7,1.0
12037418,62532569,Oracle SQL SELECT in loop,select in a loop in oracle sql?,0,0,1.0
12053852,36847983,Oracle conditional join,Oracle SQL conditional join,2,5,1.0
12053852,37764642,Oracle conditional join,conditional join in sql,2,1,1.0
12053852,41906127,Oracle conditional join,Conditional Join in Oracle SQL,2,-1,1.0
12053852,50117408,Oracle conditional join,SQL Oracle SQL conditional join,2,2,1.0
12053852,70993048,Oracle conditional join,conditional join (Oracle),2,0,1.0
12055700,18200614,SQL compare string,Oracle compare string,7,0,1.0
12055700,29582551,SQL compare string,Oracle SQL String Compare,7,1,1.0
12068488,36467541,ORACLE UPDATE CORRELATED QUERY,Correlated Update query,1,0,1.0
12068488,60252753,ORACLE UPDATE CORRELATED QUERY,oracle update with correlated query,1,3,1.0
12085866,14921399,Max function in ORACLE,Using MAX function,1,0,1.0
12085866,16540495,Max function in ORACLE,SQL Oracle - max function,1,1,1.0
12089735,28712576,ORACLE Mutating trigger error,Mutating Error in Oracle trigger,0,0,1.0
12089735,46156459,ORACLE Mutating trigger error,trigger mutating error,0,1,1.0
12129717,19165881,Error in Oracle stored procedure,stored procedure in oracle with error,-1,-1,1.0
12129717,38953569,Error in Oracle stored procedure,Stored procedure ERROR in Oracle,-1,-2,1.0
12129717,41806869,Error in Oracle stored procedure,Oracle: stored procedure error,-1,0,1.0
12171211,30995260,Oracle : SQL using REGEXP_LIKE,like and regexp_like,0,1,1.0
12171211,35897646,Oracle : SQL using REGEXP_LIKE,REGEXP_LIKE in Oracle,0,0,1.0
12171211,36861436,Oracle : SQL using REGEXP_LIKE,"Oracle, REGEXP_LIKE",0,2,1.0
12171211,53554423,Oracle : SQL using REGEXP_LIKE,Using REGEXP_LIKE in Oracle,0,0,1.0
12171211,59785506,Oracle : SQL using REGEXP_LIKE,Using regexp_like,0,2,1.0
12171211,62346053,Oracle : SQL using REGEXP_LIKE,Oracle REGEXP_LIKE,0,-1,1.0
12171211,72542747,Oracle : SQL using REGEXP_LIKE,How to use regexp_like in oracle?,0,1,1.0
12179473,32951591,Grant privileges on database to a user,Oracle - grant privileges to a user,-1,-1,1.0
12179473,72104396,Grant privileges on database to a user,How to grant user privileges in Oracle,-1,0,1.0
12192592,28235626,java.sql.SQLException: - ORA-01000: maximum open cursors exceeded,java.sql.SQLException: ORA-01000: maximum open cursors exceeded,133,0,1.0
12193206,46464602,reference the composite primary key,How to reference a composite primary key in SQL,0,1,1.0
12214733,12529845,Oracle: Invalid identifier,Invalid Identifier in Oracle,2,-3,1.0
12214733,14355395,Oracle: Invalid identifier,SQL invalid identifier,2,1,1.0
12214733,14912926,Oracle: Invalid identifier,Oracle SQL: invalid identifier,2,0,1.0
12214733,15035802,Oracle: Invalid identifier,Oracle Invalid Identifier,2,1,1.0
12214733,16429648,Oracle: Invalid identifier,Invalid Identifier SQL,2,1,1.0
12214733,20701771,Oracle: Invalid identifier,Invalid identifier in Oracle SQL,2,1,1.0
12214733,20792306,Oracle: Invalid identifier,SQL invalid identifier,2,-2,1.0
12214733,22085980,Oracle: Invalid identifier,Invalid identifier in sql oracle,2,0,1.0
12214733,29386960,Oracle: Invalid identifier,invalid identifier,2,-1,1.0
12214733,30110016,Oracle: Invalid identifier,SQL invalid identifier?,2,2,1.0
12214733,37704522,Oracle: Invalid identifier,Oracle: Invalid identifier,2,0,1.0
12214733,39077704,Oracle: Invalid identifier,Invalid identifier in OVER Oracle,2,0,1.0
12214733,46840793,Oracle: Invalid identifier,invalid identifier in sql,2,-1,1.0
